no,profile_name,profile_link,id,profile_affiliations,profile_email,profile_cited_by_count,profile_interests,oldest_year,latest_year,num_publications,total_cites,h_index,i10_index,total_cites_since2019,h_index_since2019,i10_index_since2019
4199,Yulia Magdalena,https://scholar.google.com/citations?hl=en&user=xUv-JZMAAAAJ,xUv-JZMAAAAJ,Universitas Bina Nusantara,Verified email at binus.ac.id,44,information systems,2017,2023,7,44,3,1,42,3,1
4200,Elly Firasari,https://scholar.google.com/citations?hl=en&user=uL33nlsAAAAJ,uL33nlsAAAAJ,"Sistem Informasi, Universitas Nusa Mandiri",Verified email at nusamandiri.ac.id,44,"Information Systems, Computer Science, Data Mining, Image processing",2020,2024,12,44,5,1,44,5,1
4201,Vincent Heimburg,https://scholar.google.com/citations?hl=en&user=j1-JYb8AAAAJ,j1-JYb8AAAAJ,"PhD Candidate, TU Dortmund University",Verified email at tu-dortmund.de,44,"Digital Platform Ecosystems, Platform Power, Generative AI Platform Ecosystems, Information Systems",2022,2024,11,44,3,2,43,3,2
4202,Dr. Ajith Kumar R,https://scholar.google.com/citations?hl=en&user=EUHaXxEAAAAJ,EUHaXxEAAAAJ,"Assistant Professor, Digital University Kerala",Verified email at duk.ac.in,44,"Information Systems, Digital Agri Sciences, Data Analytics, AI/ML, Digital Transformation",2004,2023,15,44,3,2,38,3,1
4203,Mutiara Andayani Komara,https://scholar.google.com/citations?hl=en&user=1WODsywAAAAJ,1WODsywAAAAJ,Sekolah Tinggi Teknologi Wastukancana,Verified email at wastukancana.ac.id,44,"Information Systems, Behavioural Information Systems, Decision Support System, Statistical",2021,2024,39,44,4,1,44,4,1
4204,Colin Callinan,https://scholar.google.com/citations?hl=en&user=o0EoJLQAAAAJ,o0EoJLQAAAAJ,Atlantic Technological University,Verified email at atu.ie,44,"Blockchain, Information Systems, Innovation Assimilation, Technology Adoption",2017,2023,8,44,3,1,44,3,1
4205,Astri Moksnes Barbala,https://scholar.google.com/citations?hl=en&user=ZfcvSJEAAAAJ,ZfcvSJEAAAAJ,"SINTEF Digital, University of Galway",Verified email at sintef.no,44,"Information Systems, Digital Platforms, Technology Affordances, Actor-Network Theory (ANT",2017,2024,15,44,4,1,43,4,1
4206,Quan Zhang,https://scholar.google.com/citations?hl=en&user=na_6bs0AAAAJ,na_6bs0AAAAJ,"Assistant professor, Michigan State University",Verified email at broad.msu.edu,44,"Statistics, machine learning, information systems",2017,2023,13,44,3,2,42,3,2
4207,Sushrut Karanjkar,https://scholar.google.com/citations?hl=en&user=S-7vG68AAAAJ,S-7vG68AAAAJ,"Google, University of Minnesota, BITS Pilani",Verified email at google.com,43,"Information Retrieval, Machine Learning, Web Search, Image Search, Information Systems",1998,2023,10,43,4,2,34,4,1
4208,Vasili Mankevich,https://scholar.google.com/citations?hl=en&user=Wt4s8lAAAAAJ,Wt4s8lAAAAAJ,"Department of Applied Information Technology, University of Gothenburg",Verified email at ait.gu.se,43,"Digital innovation, Information Systems, Entrepreneurship, Analytics, Innovation Networks",2014,2023,17,43,4,2,38,4,1
4209,Asmaa Saad,https://scholar.google.com/citations?hl=en&user=VVO1NIIAAAAJ,VVO1NIIAAAAJ,"Assistant Professor at Faculty of Computers and Artificial Intelligence, University of Sadat …",Verified email at fcai.usc.edu.eg,43,"Artificial Intelligence, Information Systems, Data Quality, Data Mining",2015,2024,10,43,2,1,37,2,1
4210,Maria Sagrario Simbulan,https://scholar.google.com/citations?hl=en&user=gp-eCkwAAAAJ,gp-eCkwAAAAJ,University of the Philippines,Verified email at up.edu.ph,43,"Archaeology, Information Technology, Information Systems, Databases",2004,2017,10,43,4,1,7,2,0
4211,Chaovalit Somboonpattanakit,https://scholar.google.com/citations?hl=en&user=hwt6Lf8AAAAJ,hwt6Lf8AAAAJ,Rajamangala University of Techonology Phra Nakhon,Verified email at rmutp.ac.th,43,"Computer Network, Security, Information Systems",2016,2021,2,43,2,1,37,2,1
4212,Mekonnen Wagaw (PhD),https://scholar.google.com/citations?hl=en&user=xf50aHQAAAAJ,xf50aHQAAAAJ,"Faculty of Computing, Bahir Dar Institute of Technology, Bahir Dar University",Verified email at bdu.edu.et,43,"Information Technology, Information Systems, Health Informatics",2017,2024,4,43,2,2,39,2,2
4213,Alexey Anatolyevich Kalinin,https://scholar.google.com/citations?hl=en&user=0eSnjjgAAAAJ,0eSnjjgAAAAJ,Abylkas Saginov Karaganda Technical University,Verified email at kstu.kz,43,"information systems, energy, management systems",2003,2020,33,43,3,1,18,2,0
4214,Ориф Махманов,https://scholar.google.com/citations?hl=en&user=Q-DS0CsAAAAJ,Q-DS0CsAAAAJ,"PhD, Tashkent University of Information Technologies",Verified email at oak.uz,43,"monitoring, information systems",1992,2023,31,43,4,0,19,3,0
4215,Achim Schmidtmann,https://scholar.google.com/citations?hl=en&user=7LAueusAAAAJ,7LAueusAAAAJ,"Professor of Information Systems, University of Applied Science Bielefeld",Verified email at fh-bielefeld.de,43,"Information Systems, ERP Systems, IT Service Management, IT Security, E-Learning",1998,2024,26,43,3,1,14,2,0
4216,Martha Liliana Correa Ospina,https://scholar.google.com/citations?hl=en&user=ZolsMX4AAAAJ,ZolsMX4AAAAJ,Universidad Nacional de Colombia,Verified email at unal.edu.co,43,"Information systems, e-Government, IT adoption",2015,2021,4,43,3,1,39,3,1
4217,Michael J. Sale,https://scholar.google.com/citations?hl=en&user=F-QfD-IAAAAJ,F-QfD-IAAAAJ,Associate Professor of Management Information Systems,Verified email at stonehill.edu,43,"information systems, agile software development, data analytics, legacy software, software",2004,2022,9,43,2,2,40,2,2
4218,Charity Egbunu,https://scholar.google.com/citations?hl=en&user=bBK4iKoAAAAJ,bBK4iKoAAAAJ,Lecturer  Computer Science,Verified email at uam.edu.ng,43,"Information Systems, Data Mining, Machine Learning.",2017,2021,12,43,4,1,42,4,1
4219,Lizunova Alina,https://scholar.google.com/citations?hl=en&user=upVhCqYAAAAJ,upVhCqYAAAAJ,"Luxoft Global Operations GmbH:Zug,CH,senior software developer/старший розробник …",Verified email at dxc.com,43,"programming, information systems, ecology",2007,2024,41,43,4,2,24,4,0
4220,Andreas Tigor Oktaga,https://scholar.google.com/citations?hl=en&user=IwlkXwsAAAAJ,IwlkXwsAAAAJ,"Lecture, Institut Teknologi dan Bisnis (ITB) Semarang",Verified email at itbsemarang.ac.id,43,"digital business, marketing, civil engineering, information systems",2008,2024,21,43,4,1,43,4,1
4221,Dr Fred Amankwah-Sarfo,https://scholar.google.com/citations?hl=en&user=K1fpQdwAAAAJ,K1fpQdwAAAAJ,Ghana Communication Technology University,Verified email at gctu.edu.gh,43,"Information systems, Smart Systems, Digital Transformation",2018,2024,7,43,2,2,43,2,2
4222,Chiara Criscuolo,https://scholar.google.com/citations?hl=en&user=otHoGsoAAAAJ,otHoGsoAAAAJ,Politecnico di Milano,Verified email at polimi.it,43,"Data Ethics, Data Science, Information Systems",2019,2024,15,43,4,1,42,4,1
4223,Feiyu E,https://scholar.google.com/citations?hl=en&user=T39qp8MAAAAJ,T39qp8MAAAAJ,"Postdoc, University of Maryland",Verified email at umd.edu,43,Information Systems,2019,2024,7,43,3,2,43,3,2
4224,alma stana,https://scholar.google.com/citations?hl=en&user=5gMRZ5UAAAAJ,5gMRZ5UAAAAJ,"Lecturer of Informatics, Alexander Moisiu Durres University",,43,"information systems, e-business, e-commerce",2010,2024,20,43,4,1,33,4,0
4225,Rohan Shankar Srivastava,https://scholar.google.com/citations?hl=en&user=IS_LzBAAAAAJ,IS_LzBAAAAAJ,,,43,"Information Systems, Supply Chain Management, Artificial Intelligence",1999,2017,2,43,1,1,40,1,1
4226,Samuel Ncoyini,https://scholar.google.com/citations?hl=en&user=NHkxL-sAAAAJ,NHkxL-sAAAAJ,Walter Sisulu University,Verified email at wsu.ac.za,42,"electronic health records, knowledge management, records management, information systems",2006,2020,5,42,2,2,39,2,2
4227,Muhammad Aliif Ahmad,https://scholar.google.com/citations?hl=en&user=W1Xg1XkAAAAJ,W1Xg1XkAAAAJ,Universiti Teknologi Malaysia,Verified email at utm.my,42,"Information Systems, Technology Adoption, Educational Technology",2013,2024,17,42,5,1,34,4,0
4228,Cheng-Chung Chen (陳錚中),https://scholar.google.com/citations?hl=en&user=6Y-rsG8AAAAJ,6Y-rsG8AAAAJ,"Tunghai University, Taiwan",Verified email at thu.edu.tw,42,"Information systems, Hospitality education, Food Design, Service Design",2001,2022,46,42,4,2,36,3,2
4229,Sarah Sabbaghan,https://scholar.google.com/citations?hl=en&user=nMHl83AAAAAJ,nMHl83AAAAAJ,Assistant Professor at University of Warwick,Verified email at Warwick.ac.uk,42,Information Systems,2011,2021,12,42,4,1,18,3,0
4230,Manoel Miqueias Maia,https://scholar.google.com/citations?hl=en&user=Nk5txOoAAAAJ,Nk5txOoAAAAJ,Universidade de Fortaleza,Verified email at unifor.br,42,"Information systems, Biomedical Informatics, Artificial intelligence",2016,2022,18,42,2,2,42,2,2
4231,Indukaev Andrey,https://scholar.google.com/citations?hl=en&user=oSJoLPMAAAAJ,oSJoLPMAAAAJ,"Postdoctoral Researcher, Aalto University",Verified email at aalto.fi,42,"digital platforms, information systems, economic sociology, strategy, AI/ML",2008,2023,12,42,3,2,35,2,2
4232,Juhani Naskali,https://scholar.google.com/citations?hl=en&user=tw39qa0AAAAJ,tw39qa0AAAAJ,"Information Systems Science, University of Turku",Verified email at utu.fi,42,"IT and Ethics, Information Systems, Freedom of Speech",2016,2024,17,42,3,2,41,3,2
4233,BALAGOPAL N,https://scholar.google.com/citations?hl=en&user=RkJLTo4AAAAJ,RkJLTo4AAAAJ,NSS College of Engineering,Verified email at nssce.ac.in,42,"Cyber Security, Information Systems",2017,2024,10,42,4,2,35,4,2
4234,Dr.Meenakshi Sankaran,https://scholar.google.com/citations?hl=en&user=BNjWoYIAAAAJ,BNjWoYIAAAAJ,"Assistant Professor Grade II - VIT University , Chennai Campus",Verified email at vit.ac.in,42,"Information Systems, Educational Management, IT in Management",2014,2024,13,42,3,1,39,3,1
4235,Zihan Chen,https://scholar.google.com/citations?hl=en&user=8UTvpjwAAAAJ,8UTvpjwAAAAJ,"Ph.D. Candidate, Stevens Institute of Technology",Verified email at stevens.edu,42,"Natural Language Processing, Information Systems, Graph Neural Networks, Data Science, FinTech",2019,2024,5,42,2,1,42,2,1
4236,Anthony Chukwuemeka,https://scholar.google.com/citations?hl=en&user=e2ISBLkAAAAJ,e2ISBLkAAAAJ,Librarian Koladaisi University Ibadan,,42,"information seeking, information systems, catalogue and classification, users education",2015,2020,6,42,3,2,40,3,2
4237,Sandro Franzoi,https://scholar.google.com/citations?hl=en&user=ytcw0PUAAAAJ,ytcw0PUAAAAJ,University of Münster,Verified email at ercis.uni-muenster.de,42,"Information Systems, Process Science, BPM, Process Mining, Digital Trace Data",2022,2024,9,42,4,1,42,4,1
4238,alford mint,https://scholar.google.com/citations?hl=en&user=X2c28aQAAAAJ,X2c28aQAAAAJ,lecture in information systems ZEGU,,42,information systems,1948,2014,10,42,3,1,4,1,0
4239,Titan,https://scholar.google.com/citations?hl=en&user=-HCP0zMAAAAJ,#NAME?,Bina Nusantara University,Verified email at binus.edu,41,"Information Systems, Online Learning",2014,2016,3,41,3,2,33,3,2
4240,Margarita Janeska,https://scholar.google.com/citations?hl=en&user=NcaTeksAAAAJ,NcaTeksAAAAJ,University “St. Kliment Ohridski” – Bitola,Verified email at uklo.edu.mk,41,"Mathematical Economics, Financial and Actuarial Mathematics, Information systems, E-marketing, Project management",2002,2020,44,41,3,1,22,2,0
4241,Hai Nguyen Minh,https://scholar.google.com/citations?hl=en&user=-dMJ8vgAAAAJ,#NAME?,Master of Statistical Probability and PhD student of Information System,Verified email at iuh.edu.vn,41,"Application math, information systems",2017,2024,16,41,3,3,40,3,3
4242,Joseph Thomas,https://scholar.google.com/citations?hl=en&user=yXVs_GwAAAAJ,yXVs_GwAAAAJ,University of Central Arkansas,Verified email at uca.edu,41,"data analytics, information systems",2009,2023,13,41,4,1,28,4,0
4243,Amani Fawzi Aljehani,https://scholar.google.com/citations?hl=en&user=ex7BJL8AAAAJ,ex7BJL8AAAAJ,"Computer Science Lecturer, University of Prince Mugrin",Verified email at upm.edu.sa,41,"Information systems, Data Science, Web services",2020,2020,1,41,1,1,41,1,1
4244,Lipika Bhattacharya,https://scholar.google.com/citations?hl=en&user=lzlcE-cAAAAJ,lzlcE-cAAAAJ,Singapore Management University,Verified email at smu.edu.sg,41,"Technology, Information Systems, Project Management, Strategy & Entrepreneurship",2016,2024,62,41,3,2,40,3,2
4245,Sae-Seul Park,https://scholar.google.com/citations?hl=en&user=Dq3N7OgAAAAJ,Dq3N7OgAAAAJ,"University of Toronto, Rotman School of Management",Verified email at rotman.utoronto.ca,41,"strategic human capital, knowledge management, information systems",2019,2022,4,41,1,1,41,1,1
4246,Anke Greif-Winzrieth,https://scholar.google.com/citations?hl=en&user=ykCUULIAAAAJ,ykCUULIAAAAJ,Ph.D. Candidate Karlsruhe Institute of Technology,Verified email at kit.edu,41,"Virtual Reality, Immersive Systems, Behavioral Economics, Citizen Science, Information Systems",2017,2024,19,41,4,1,37,4,0
4247,Muluneh Atinaf,https://scholar.google.com/citations?hl=en&user=1aFSPHoAAAAJ,1aFSPHoAAAAJ,"Information Systems, University of Gondar/ Addis Ababa University",Verified email at uog.edu.et,41,Information Systems,2014,2024,16,41,4,2,40,4,2
4248,Xiaohui Zhang,https://scholar.google.com/citations?hl=en&user=XAp78VgAAAAJ,XAp78VgAAAAJ,University of Wisconsin Milwaukee,Verified email at uwm.edu,41,"Information systems, Social media moderation, Machine learning",2021,2024,6,41,2,1,41,2,1
4249,"Eugene JM Lewis, PhD, MBA, MS-MIS",https://scholar.google.com/citations?hl=en&user=2jTnQm0AAAAJ,2jTnQm0AAAAJ,"Professor of Technology-Marketing, Capitol Technology University",Verified email at captechu.edu,41,"Diversity & Inclusion, Marketing, Leadership, Information Systems, Logistics (Supply Chain Mgmt",2020,2024,34,41,3,0,41,3,0
4250,Arun Khatri,https://scholar.google.com/citations?hl=en&user=XOCVNMYAAAAJ,XOCVNMYAAAAJ,Lovely Professional University Punjab,Verified email at lpu.co.in,41,"Information Systems, Data Analytics, Technology Adoption, Fintech",2010,2024,24,41,3,2,41,3,2
4251,marian lux,https://scholar.google.com/citations?hl=en&user=5u-udGcAAAAJ,5u-udGcAAAAJ,"Workflow Systems and Technology, University of Vienna",Verified email at univie.ac.at,41,"Process Mining, Data Mining, Algorithms, Metrics, Information Systems",2013,2023,7,41,3,1,39,3,1
4252,Alessandro Gambetti,https://scholar.google.com/citations?hl=en&user=F0MfEx8AAAAJ,F0MfEx8AAAAJ,"PhD Student, Nova School of Business and Economics",Verified email at novasbe.pt,41,"Data Science, Information Systems, Applied Machine Learning",2021,2024,7,41,3,2,41,3,2
4253,Areta Widya Kusumadewi,https://scholar.google.com/citations?hl=en&user=nkvJ5QUAAAAJ,nkvJ5QUAAAAJ,Universitas Brawijaya,Verified email at ub.ac.id,41,"Accounting, Information Systems, Finance, Good Corporate Governance",2015,2024,20,41,4,1,38,4,1
4254,Victor James C. Escolano,https://scholar.google.com/citations?hl=en&user=kbI6Nt4AAAAJ,kbI6Nt4AAAAJ,Chung Yuan Christian University,Verified email at cycu.edu.tw,41,"Industrial Management, Data Mining, Information Systems, SMEs, Sustainability",2022,2024,11,41,4,0,41,4,0
4255,J. Barrios,https://scholar.google.com/citations?hl=en&user=faYtexkAAAAJ,faYtexkAAAAJ,Profesora Titular Universidad de Los Andes (ULA),Verified email at ula.ve,40,"Method Engineering, Software Engineering, Information Systems, Business Modelling, Business Process",2001,2016,12,40,2,1,4,1,0
4256,Ulysse Rosselet,https://scholar.google.com/citations?hl=en&user=jVKQngcAAAAJ,jVKQngcAAAAJ,University of Applied Sciences of Western Switzerland,Verified email at he-arc.ch,40,"crowdsourcing, information systems, collaborative music technologies",2009,2024,18,40,3,1,21,2,1
4257,José G. Martínez Martínez,https://scholar.google.com/citations?hl=en&user=NxF1n2IAAAAJ,NxF1n2IAAAAJ,"Professor of Information Systems, UPR-Mayaguez Campus",Verified email at upr.edu,40,"Information Systems, Human Resources, Operational Management, Technology-Based Learning, Distance Learning",2002,2013,26,40,4,2,11,2,0
4258,Edward Chu,https://scholar.google.com/citations?hl=en&user=_pQ_saEAAAAJ,_pQ_saEAAAAJ,"California State University, Dominguez Hills",,40,"Information Systems, Supply Chain",2001,2018,12,40,4,1,14,3,0
4259,Mary Jane B. Arcilla,https://scholar.google.com/citations?hl=en&user=ZfQToeoAAAAJ,ZfQToeoAAAAJ,De La Salle University,Verified email at dlsu.edu.ph,40,"Information Systems, Business Process Management, Design Thinking, Human Computer Interaction",2012,2019,8,40,3,1,23,2,1
4260,Don Gaber,https://scholar.google.com/citations?hl=en&user=Nz1t3y0AAAAJ,Nz1t3y0AAAAJ,Retired Senior Lecturer - University of Wisconsin - Eau Claire,Verified email at dongaberart.com,40,Information Systems,2016,2016,2,40,1,1,35,1,1
4261,Kim Troboy,https://scholar.google.com/citations?hl=en&user=VsZPAjMAAAAJ,VsZPAjMAAAAJ,"Professor of Management Information Systems, College of Business, Arkansas Tech …",Verified email at atu.edu,40,"information systems, information technology, ethical reasoning, critical thinking, pedagogy",2000,2017,17,40,3,2,11,2,0
4262,Prashanth Madhala,https://scholar.google.com/citations?hl=en&user=I104_0kAAAAJ,I104_0kAAAAJ,Doctoral Researcher,Verified email at tuni.fi,40,"Information Systems, Data Analytics, Digital Transformation, Big Data Analytics",2018,2024,13,40,4,1,40,4,1
4263,Zara Ahmad-Post,https://scholar.google.com/citations?hl=en&user=1fZNBvMAAAAJ,1fZNBvMAAAAJ,University of Arizona,Verified email at email.arizona.edu,40,"Cyber security, deep learning, information systems",2020,2021,4,40,2,1,40,2,1
4264,Mluleki Mafuna,https://scholar.google.com/citations?hl=en&user=8d0Yui0AAAAJ,8d0Yui0AAAAJ,University of South Africa,Verified email at unisa.ac.za,40,information systems,2012,2016,2,40,2,2,31,2,2
4265,Yuchen Wang,https://scholar.google.com/citations?hl=en&user=1cER_NQAAAAJ,1cER_NQAAAAJ,Michigan Technological University,Verified email at mtu.edu,40,"Memory System Optimization, Cloud Computing, Information Systems",2005,2024,11,40,4,2,21,3,1
4266,Elvin Khoirunnisa,https://scholar.google.com/citations?hl=en&user=Vt9i0P8AAAAJ,Vt9i0P8AAAAJ,Lecturer,Verified email at binus.ac.id,40,Information Systems,2016,2024,3,40,2,1,37,2,1
4267,James N. Smith,https://scholar.google.com/citations?hl=en&user=vktau2YAAAAJ,vktau2YAAAAJ,Augusta University,Verified email at augusta.edu,39,"Information Systems, Information Security, Family Business",2014,2024,21,39,3,1,35,2,1
4268,Armacheska Mesa-Satina,https://scholar.google.com/citations?hl=en&user=Lis_kq8AAAAJ,Lis_kq8AAAAJ,University of the Philippines Mindanao,Verified email at up.edu.ph,39,"image processing, artificial intelligence, information systems, algorithms",2008,2018,3,39,2,2,24,1,1
